鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
內湖區,房地(土地+建物)+車位,文德段三小段61~90地號,16.99,住,,,1090726,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.56,2,2,1,有,無,17080000,182308,升降機械,20.1,1500000,含露台,RPOTMLOKIIPFFCA08CB
內湖區,房地(土地+建物)+車位,文德段三小段61~90地號,19.61,住,,,1090508,土地1建物1車位1,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.18,2,2,1,有,無,17850000,181085,升降機械,20.1,1900000,含露台,RPPTMLOKIIPFFCA18CB
內湖區,房地(土地+建物)+車位,文德段三小段61~90地號,15.03,住,,,1090106,土地1建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.72,2,2,1,有,無,14580000,170060,升降機械,20.1,1550000,,RPRTMLOKIIPFFCA38CB
內湖區,房地(土地+建物),文德段三小段61~90地號,15.57,住,,,1090121,土地1建物1車位0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.05,2,2,1,有,無,15500000,196078,,0.0,0,含露台,RPSTMLOKIIPFFCA48CB
內湖區,房地(土地+建物)+車位,文德段三小段61~90地號,22.52,住,,,1090610,土地1建物1車位1,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.21,2,2,1,有,無,21760000,196420,升降機械,20.1,1900000,含露台,RPTTMLOKIIPFFCA58CB
內湖區,房地(土地+建物),文德段三小段61~90地號,8.97,住,,,1081123,土地1建物1車位0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,41.03,1,1,1,有,無,8000000,194979,,0.0,0,含露台,RPVTMLOKIIPFFCA78CB
內湖區,房地(土地+建物)+車位,文德段三小段61~90地號,18.01,住,,,1081224,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.07,2,2,1,有,無,16800000,175348,升降機械,20.1,1550000,,RPWTMLOKIIPFFCA88CB
內湖區,房地(土地+建物)+車位,文德段三小段61~90地號,11.2,住,,,1090417,土地1建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.12,1,1,1,有,無,11080000,181889,升降機械,20.1,1800000,,RPPUMLOKIIPFFCA28CB
