鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
淡水區,房地(土地+建物),新北市淡水區淡金路38巷31~60號,4.68,住,,,1091015,土地1建物1車位0,二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,44.46,1,1,1,有,無,有,12000,270,,0.0,0,,RPQUMLTKIIPFFEF07CC
新莊區,房地(土地+建物)+車位,新北市新莊區新北大道四段151~180號,21.15,商,,,1090917,土地1建物1車位1,十七層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1020415,204.98000000000002,0,0,0,無,有,無,45000,220,坡道平面,0.0,0,,RPSVMLTKIIPFFBF07CC
新莊區,建物,新北市新莊區民安路1~30號,0.0,其他,,,1090930,土地0建物1車位0,見其他登記事項,10,店面(店鋪),工業用,鋼筋混凝土造,0830526,182.51999999999998,3,2,2,有,有,無,50000,274,,0.0,0,含增建或未登記建物。;租期內含免租裝潢期。作店面與辦公使用。,RPUVMLTKIIPFFBF27CC
新莊區,建物,新北市新莊區五工五路1~30號,0.0,,工業區,丁種建築用地,1090914,土地0建物1車位3,四層,5,廠辦,見其他登記事項,鋼筋混凝土造,0810827,1223.14,0,0,0,無,無,無,212750,174,坡道平面,0.0,0,含增建或未登記建物。;租金未稅.租金含3個汽車位11個機車位.只承租B區面積約370坪.,RPUWMLTKIIPFFBF37CC
新莊區,建物,新北市新莊區化成路195巷1~30號,0.0,其他,,,1090924,土地0建物1車位0,二層,2,工廠,工業用,鋼筋混凝土造,0750728,991.74,0,0,0,無,無,無,220000,,,0.0,0,租賃範圍不含車位，且無法區分車位面積。;部分租賃範圍依照契約附圖為主。原申報書：C2FB10910050063,RPUNNLTKIIPFFBF56CC
板橋區,房地(土地+建物),新北市板橋區實踐路91~120號,13.2,住,,,1091001,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0740709,57.46,0,0,0,無,無,有,35000,609,,0.0,0,,RPVNMLTKIIPFFAF09CC
板橋區,建物,新北市板橋區稚暉街1~30號,0.0,其他,,,1090926,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850112,151.05,0,1,1,有,有,有,25000,166,,0.0,0,租賃範圍不含車位，且無法區分車位面積。;,RPWNMLTKIIPFFAF56CC
板橋區,建物,新北市板橋區民生路三段31~60號,0.0,住,,,1090925,土地0建物1車位0,二十六層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881025,101.78,2,2,1,有,有,有,25000,246,,0.0,0,,RPSPMLTKIIPFFAF98CC
土城區,建物,新北市土城區龍山一街1~30號,0.0,住,,,1090930,土地0建物1車位1,四層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090715,104.96000000000001,2,2,1,有,有,有,23500,224,坡道平面,35.77,0,租金含管理費。,RPWPMLTKIIPFFAF76CC
板橋區,建物,新北市板橋區四川路一段211~240號,0.0,住,,,1090929,土地0建物1車位0,七層,20,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060824,89.16,2,1,1,有,有,有,25000,280,,0.0,0,,RPRQMLTKIIPFFAF98CC
汐止區,建物,新北市汐止區大同路二段211~240號,0.0,其他,,,1091016,土地0建物1車位0,十六層,24,套房(1房1廳1衛),住家用,鋼骨鋼筋混凝土造,0850710,29.63,1,0,1,有,有,有,9000,304,,0.0,0,,RPOOMLTKIIPFFDF78CC
汐止區,建物,新北市汐止區龍安路28巷1~30號,0.0,商,,,1091017,土地0建物1車位0,二十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860703,121.9,3,2,2,有,有,有,25000,205,,0.0,0,,RPPOMLTKIIPFFDF88CC
中和區,建物,新北市中和區中山路二段526巷35弄1~30號,0.0,工,,,1090930,土地0建物0車位0,一層,4,廠辦,住家用,加強磚造,0600818,40.0,0,0,0,無,無,無,24000,600,,0.0,0,,RPQQMLTKIIPFFHF96CC
中和區,建物,新北市中和區員山路181~210號,0.0,住,,,1090924,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681226,57.73,1,1,1,有,無,有,14000,243,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為15556，因為新北市計畫租金上限為22500，選擇代租方案須打九折，實際租賃契約金額為14000,RPXQMLTKIIPFFHF67CC
中和區,建物,新北市中和區南山路241~270號,0.0,住,,,1090925,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080703,68.49000000000001,1,1,1,有,有,有,14200,207,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為15778，因為新北市計畫租金上限為22500，選擇代租方案須打九折，實際租賃契約金額為14200,RPRRMLTKIIPFFHF17CC
汐止區,房地(土地+建物),新北市汐止區鄉友街1~30號,37.12,,鄉村區,乙種建築用地,1090610,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,1060918,126.28,3,1,2,有,無,有,18000,143,,0.0,0,,RPTNMLTKIIPFFDF76EC
新店區,建物,新北市新店區三民路181~210號,0.0,住,,,1090924,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680618,111.03,3,1,2,有,無,有,18500,167,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為20556，因為新北市計畫租金上限為22500，選擇代租方案須打九折，實際租賃契約金額為18500,RPSPMLTKIIPFFCF56CC
新店區,房地(土地+建物),新北市新店區中央路151~180號,24.97,其他,,,1091015,土地3建物1車位0,二十一層,29,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1011114,125.58,3,2,2,有,有,無,33000,263,,0.0,0,含管理費、稅金或水電等費用。;,RPUOMLKLIIPFFCF48CC
新店區,建物,新北市新店區華興街38巷1~30號,0.0,住,,,1091012,土地0建物0車位0,四層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,0630213,22.24,1,0,1,有,無,有,9000,405,,0.0,0,此為分租套房，第4層共分成4間，一間平均面積約為22.24平方公尺。,RPSPMLKLIIPFFCF38CC
永和區,建物,新北市永和區中和路481~510號,0.0,商,,,1090928,土地0建物1車位0,十六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850626,77.43,2,1,1,有,有,有,24500,316,,0.0,0,含增建或未登記建物。;租金含管理費。,RPSOMLKLIIPFFHF78CC
中和區,建物,新北市中和區中原東街61~90號,0.0,住,,,1090620,土地0建物1車位0,十八層,23,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080523,94.24000000000001,2,1,1,有,有,有,30000,318,,0.0,0,原申報序號C1FH10907130042 有含B1機車車位*1,RPUOMLKLIIPFFHF98CC
中和區,建物,新北市中和區中和路361~390號,0.0,其他,,,1090621,土地0建物1車位0,八層,21,套房(1房1廳1衛),住家用,鋼筋混凝土造,0951221,56.72,1,1,1,有,有,有,22000,388,,0.0,0,原申報書序號C1FH10907160019 內有夾層加蓋,RPWOMLKLIIPFFHF56CC
永和區,建物,新北市永和區仁愛路121~150號,0.0,住,,,1090928,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0700528,99.02000000000001,0,1,1,有,有,無,56760,573,,0.0,0,,RPXOMLKLIIPFFHF66CC
永和區,建物,新北市永和區文化路121~150號,0.0,其他,,,1090929,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710531,66.32,2,2,1,有,無,有,24500,369,,0.0,0,,RPOPMLKLIIPFFHF48CC
永和區,建物,新北市永和區永亨路91~120號,0.0,住,,,1090929,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830811,168.63000000000002,3,2,2,有,無,有,32000,190,,0.0,0,房屋用途做辦公室使用。租金含管理費。,RPPPMLKLIIPFFHF58CC
中和區,建物,新北市中和區景平路151~180號,0.0,其他,,,1090929,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,0670320,84.97,1,1,2,有,無,無,53000,624,,0.0,0,,RPQPMLKLIIPFFHF68CC
中和區,建物,新北市中和區建康路181~210號,0.0,住,,,1090929,土地0建物1車位2,二十五層,29,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080225,288.53999999999996,4,2,2,有,有,有,60000,208,坡道平面,75.42,0,租金含管理費。,RPQQMLKLIIPFFHF78CC
中和區,建物,新北市中和區中正路151~180號,0.0,其他,,,1090929,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940805,72.08,3,2,1,有,有,有,23000,319,,0.0,0,含增建或未登記建物。;租金含管理費。,RPPRMLKLIIPFFHF78CC
中和區,建物,新北市中和區秀朗路三段50巷1~30號,0.0,住,,,1091015,土地0建物0車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0720831,17.47,1,0,1,有,無,有,6500,372,,0.0,0,此為分租套房，第5層共分成7間，一間平均面積約為17.47平方公尺。,RPVRMLKLIIPFFHF76CC
中和區,建物,新北市中和區景平路239巷1~30號,0.0,住,,,1091017,土地0建物1車位0,十三層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980320,35.24,1,1,1,有,有,有,15000,426,,0.0,0,,RPWRMLKLIIPFFHF86CC
中和區,房地(土地+建物),新北市中和區員山路391~420號,89.16,住,,,1091005,土地1建物2車位0,見其他登記事項,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0841207,351.68,1,1,1,有,有,無,58000,165,,0.0,0,,RPXRMLKLIIPFFHF96CC
汐止區,建物,新北市汐止區樟樹一路137巷1~30號,0.0,商,,,1090929,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751016,84.55,1,3,1,有,無,無,20000,237,,0.0,0,含增建或未登記建物。;房屋用途做住家及店面使用。,RPUNMLKLIIPFFDF48CC
汐止區,土地,大同段91~120地號,1601.32,工,,,1090924,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,360000,225,,0.0,0,含增建或未登記建物。;,RPWNMLKLIIPFFDF68CC
樹林區,建物,新北市樹林區西圳街二段135巷31~60號,0.0,,一般農業區,甲種建築用地,1090928,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960509,147.82,3,2,2,有,有,有,20000,135,,0.0,0,,RPUNMLKLIIPFFIF98CC
三峽區,建物,新北市三峽區民生街19巷7弄1~30號,0.0,住,,,1091017,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020523,92.31,2,1,1,有,有,有,16000,173,,0.0,0,,RPVOMLKLIIPFFIF56CC
樹林區,車位,新北市樹林區保安街二段325巷31~60號,0.0,住,,,1090929,土地0建物0車位1,,9,其他,見其他登記事項,鋼筋混凝土造,0880208,23.4,0,0,0,有,有,無,2000,,坡道平面,23.41,2000,,RPWOMLKLIIPFFIF66CC
新店區,房地(土地+建物),新北市新店區安和路一段1~30號,15.98,住,,,1091015,土地1建物1車位0,一層,18,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051018,116.56,0,0,0,無,有,無,44000,377,,0.0,0,,RPRNMLKLIIPFFCF18DC
中和區,房地(土地+建物),新北市中和區景平路511~540號,19.23,住,,,1091001,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0661123,113.46,0,0,0,無,無,無,31800,280,,0.0,0,,RPXQMLKLIIPFFHF96DC
永和區,房地(土地+建物),新北市永和區中和路421巷5弄1~30號,29.9,住,,,1091020,土地2建物1車位0,全,2,透天厝,住家用,加強磚造,0560820,40.8,0,0,0,無,無,無,18000,441,,0.0,0,,RPORMLKLIIPFFHF78DC
板橋區,建物,新北市板橋區民生路三段301~330號,0.0,住,,,1091018,土地0建物1車位0,三十一層,37,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,39.42,1,1,1,有,有,有,18000,457,,0.0,0,,RPQRMLKLIIPFFAF18CC
板橋區,建物,新北市板橋區門牌中山路一段50巷31~60號,0.0,其他,,,1091001,土地0建物1車位1,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860314,150.26999999999998,1,2,1,有,有,有,26000,173,坡道平面,49.38,0,,RPRSMLKLIIPFFAF38CC
五股區,建物,新北市五股區成泰路二段181~210號,0.0,工,,,1091006,土地0建物0車位0,二層,3,公寓(5樓含以下無電梯),工業用,加強磚造,0661110,24.84,1,0,1,有,無,有,7000,282,,0.0,0,此為分租套房，第2層共分成6間，一間平均面積約為24.84平方公尺。,RPTVMLKLIIPFFBF98CC
新莊區,建物,新北市新莊區民安西路301~330號,0.0,住,,,1091001,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860616,131.72,3,2,2,有,有,有,21000,159,,0.0,0,租金含管理費。,RPWWMLKLIIPFFBF76CC
淡水區,建物,新北市淡水區中正東路二段121~150號,0.0,住,,,1090928,土地0建物1車位0,二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900302,79.97,3,2,1,有,有,有,19000,238,,0.0,0,含增建或未登記建物。;,RPQNMLKLIIPFFEF18CC
淡水區,建物,新北市淡水區新市五路三段181~210號,0.0,商,,,1091019,土地0建物1車位1,十三層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,111.28999999999999,2,1,1,有,無,有,9000,81,坡道平面,15.42,1500,此為新北市社會住宅包租代管計畫之物件，評定市價租金為10000，因為新北市計畫租金上限為22500，選擇代租方案須打九折，實際租賃契約金額為9000。,RPQPMLKLIIPFFEF38CC
淡水區,建物,新北市淡水區新興街1~30號,0.0,住,,,1091019,土地0建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840715,110.96000000000001,3,2,2,有,有,有,16100,145,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為17889，因為新北市計畫租金上限為22500，選擇代租方案須打九折，實際租賃契約金額為16100。,RPSPMLKLIIPFFEF58CC
淡水區,建物,新北市淡水區中山北路一段211~240號,0.0,住,,,1091019,土地0建物1車位0,二十二層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880806,29.23,1,0,1,有,有,有,6200,212,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為6889，因為新北市計畫租金上限為22500，選擇代租方案須打九折，實際租賃契約金額為6200。,RPUPMLKLIIPFFEF78CC
淡水區,建物,新北市淡水區新民街一段1~30號,0.0,住,,,1091019,土地0建物1車位0,四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981225,90.74000000000001,2,1,2,有,有,有,13700,151,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為15222，因為新北市計畫租金上限為22500，選擇代租方案須打九折，實際租賃契約金額為13700。,RPVPMLKLIIPFFEF88CC
淡水區,建物,新北市淡水區淡金路二段361~390號,0.0,住,,,1091019,土地0建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980817,152.86,3,2,2,有,有,有,16800,110,坡道平面,29.99,2170,此為新北市社會住宅包租代管計畫之物件，評定市價租金為15120，因為新北市計畫租金上限為22500，選擇代租方案須打九折，實際租賃契約金額為16800。,RPRQMLKLIIPFFEF58CC
淡水區,房地(土地+建物),新北市淡水區坪頂路38巷1~30號,14.46,住,,,1091020,土地1建物1車位0,一層,10,店面(店鋪),見其他登記事項,鋼筋混凝土造,1001103,76.86,0,0,0,無,有,有,28000,364,,0.0,0,,RPSQMLKLIIPFFEF68CC
蘆洲區,建物,新北市蘆洲區光復路61~90號,0.0,住,,,1090930,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031124,90.18,2,1,1,有,有,有,23000,255,,0.0,0,,RPUOMLKLIIPFFGF88CC
三重區,建物,新北市三重區三和路二段61~90號,0.0,商,,,1091015,土地0建物0車位0,四層,6,套房(1房1廳1衛),商業用,鋼筋混凝土造,0701013,24.25,1,0,1,有,無,有,5000,206,,0.0,0,此為分租套房，第四層共分成4間，一間平均面積約為24.25平方公尺。,RPOQMLKLIIPFFGF48CC
三重區,建物,新北市三重區中央北路55巷1~30號,0.0,住,,,1091013,土地0建物0車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0750128,22.200000000000003,1,0,1,有,無,有,10000,450,,0.0,0,此為分租套房，第4層共分成5間，一間平均面積約為22.2平方公尺。,RPPQMLKLIIPFFGF58CC
三重區,建物,新北市三重區環河南路121~150號,0.0,住,,,1090930,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051018,45.31,1,0,1,有,有,有,18000,397,,0.0,0,,RPXQMLKLIIPFFGF76CC
三重區,建物,新北市三重區重新路二段61~90號,0.0,商,,,1091001,土地0建物0車位0,八層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,0810716,28.970000000000002,1,0,1,有,無,有,12500,431,,0.0,0,此為分租套房，第八層共分成11間，一間平均面積約為28.97平方公尺。,RPORMLKLIIPFFGF58CC
